vano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade,indicador_roubo_rua,indicador_roubo_veic,registro_ocorrencias,fase
2013,8,407,3,17,27,344,6706,457,217,4304,610,127,2525,290,5333,627,1,3,535,8,159,,1044,11262,1549,2653,934,1445,,8099,14680,0,172,18,3241,1922,753,985,219,1904,2851,866,1621,57,6659,405,30,4,3,0,454,6495,2525,65047,3
2013,9,378,4,16,41,449,7150,509,245,4313,588,105,2382,282,5098,632,2,7,572,14,156,,951,10789,1578,2885,886,1913,,8562,15824,0,169,13,2857,1973,801,966,240,1950,2942,1052,1445,72,6866,424,34,4,3,0,439,6302,2382,65831,3
2013,10,377,3,12,38,441,7508,520,184,4142,546,120,2639,295,5531,579,1,4,529,8,169,,1101,11522,1588,2659,934,1497,,8718,15396,0,168,5,3139,2141,937,999,262,2077,3099,1091,1674,52,7117,497,41,5,2,1,430,6639,2639,68030,3
2013,11,414,2,13,31,420,7278,467,189,4116,609,127,2644,309,5355,542,2,4,473,12,142,,1101,11320,1441,2514,839,1372,,7921,14087,1,152,14,2645,1836,759,903,221,1906,2838,969,1662,36,6870,443,45,4,2,0,460,6370,2644,63796,3
2013,12,461,5,17,43,532,8207,408,195,4184,661,117,2893,420,5667,523,1,2,436,11,122,,1108,11961,1498,2687,902,1290,,8189,14566,0,151,7,2678,1841,727,933,216,1867,2763,973,1131,37,7452,483,41,6,0,0,526,6626,2893,65609,3
2014,1,464,3,15,50,557,9050,555,194,4064,774,126,3206,489,6625,662,6,4,473,9,121,0,1275,13770,1638,3268,938,1538,0,9880,17262,0,178,31,3017,2356,1160,1012,219,2342,3095,1091,1494,47,9034,628,66,3,0,0,532,7760,3206,75403,3
2014,2,482,5,16,56,543,8093,555,166,3787,728,140,3025,418,6555,621,4,5,461,14,123,0,1167,13261,1484,3274,940,1349,0,8809,15856,0,154,18,2873,2126,904,1021,234,2167,3095,1114,1289,58,8049,520,63,3,1,0,559,7637,3025,69434,3
2014,3,510,5,10,46,544,8357,479,214,3938,773,125,2947,401,7014,639,2,4,555,16,94,0,1141,13711,1640,4564,974,1577,0,9248,18003,1,175,17,2745,2046,871,1002,228,2355,3154,1077,1533,60,8154,563,59,2,5,0,571,8208,2947,72915,3
2014,4,449,1,17,37,559,7484,469,194,3638,758,120,3073,371,6777,657,3,5,554,9,142,0,1239,13708,1498,2612,939,1124,0,8229,14402,0,129,14,2700,2161,885,1077,250,2426,3105,1001,1700,73,7440,532,41,3,1,0,504,7988,3073,67358,3
2014,5,444,3,8,53,505,6249,442,161,3941,728,139,3073,520,7033,571,1,4,573,9,111,0,1168,13930,1510,2576,876,1153,0,8116,14231,0,163,17,2864,2086,900,975,251,2495,2884,817,1929,67,6689,451,32,3,2,0,508,8177,3073,66175,3
2014,6,377,1,18,45,503,7229,429,185,3831,649,104,2635,386,6716,565,0,2,616,6,88,0,1046,12813,1391,2952,782,1198,0,8738,15061,0,134,13,2793,2040,923,912,235,2003,2704,735,1511,59,6843,447,25,3,2,0,441,7897,2635,65397,3
2014,7,370,4,14,57,439,6070,442,156,3573,650,95,2479,442,7196,592,2,1,647,14,136,0,1110,13364,1456,3248,1023,1287,0,9338,16352,0,125,6,3146,2220,966,1013,286,2105,2741,798,2109,83,6376,429,38,2,2,0,445,8435,2479,67615,3
2014,8,373,4,9,45,419,6250,450,185,3964,546,104,2411,448,6715,505,3,2,748,5,110,0,916,12513,1493,2364,970,1184,0,7670,13681,0,139,7,2871,2436,1113,1077,289,1995,2846,913,1674,52,6609,493,38,3,2,0,431,7968,2411,65097,3
2014,9,345,4,7,49,528,6884,482,153,4112,512,76,2270,481,6478,533,1,6,759,2,114,0,885,12117,1341,2566,945,1302,0,7828,13982,0,152,9,3000,2480,1134,1122,280,1951,2862,942,2314,77,7125,510,55,2,1,0,405,7770,2270,67511,3
2014,10,375,3,11,45,542,7247,474,163,4014,499,82,2289,545,6741,649,4,4,793,6,120,0,1095,12827,1429,2606,991,1310,0,8199,14535,0,184,8,3298,2344,1056,1118,215,1860,2900,1030,1651,61,7224,524,41,4,1,0,434,8183,2289,68540,3
2014,11,345,2,11,63,582,7044,472,156,3821,524,97,2413,602,6248,609,2,2,820,6,117,0,1081,12521,1377,2660,894,1252,0,8024,14207,0,149,6,2824,2414,1112,1088,272,1671,2742,872,1685,76,6837,558,48,4,1,0,421,7677,2413,65986,3
2014,12,408,6,16,38,645,7604,427,153,3916,601,97,2830,787,6363,711,0,5,759,4,139,0,1164,13460,1426,2834,872,1259,0,8377,14768,0,125,22,2639,2224,1039,1011,217,1857,2688,799,1290,58,7019,546,39,1,0,0,468,7833,2830,67296,3
2015,1,439,1,11,65,618,7747,485,166,3522,666,105,2874,735,6928,702,2,4,915,3,110,0,1323,14367,1593,3396,832,1451,0,9082,16354,1,143,9,3171,2492,1101,1198,232,2328,2905,934,1496,58,7272,577,54,2,3,0,516,8545,2874,71617,3
2015,2,326,8,10,83,479,6757,346,134,2966,562,78,2494,507,6421,499,3,4,906,10,136,0,1253,12873,1334,4975,776,1854,0,8365,17304,0,124,14,2378,2334,1048,1078,246,1969,2809,903,1431,57,6135,500,43,2,1,0,427,7826,2494,65058,3
2015,3,382,1,15,54,545,6795,439,144,3600,609,106,2861,548,6145,586,2,3,904,13,165,0,1277,13219,1521,3368,988,1534,0,8311,15722,0,186,17,3266,2514,1068,1249,240,2310,3425,1010,1759,87,7088,593,55,13,3,0,452,7635,2861,69267,3
2015,4,339,4,21,59,490,6293,420,142,3358,526,87,2690,481,5551,636,5,5,890,12,124,0,1140,12147,1321,2991,929,1383,0,7520,14144,1,154,13,2657,2252,894,1159,250,1968,3083,931,1958,57,6259,504,38,1,2,0,423,7077,2690,63077,3
2015,5,347,2,8,44,482,5844,354,159,3322,525,83,2451,559,5416,643,3,1,916,5,147,0,1216,11965,1432,3256,951,1436,0,7759,14834,1,206,7,3019,2256,917,1177,206,2031,3094,806,1878,57,5992,520,44,4,4,1,401,6975,2451,64230,3
2015,6,272,2,16,44,477,5535,389,140,3369,465,96,2254,566,4421,619,3,1,896,5,106,3,1243,10678,1333,2974,968,1514,5,7475,14269,0,192,10,2940,2134,845,1134,204,1768,3128,798,1676,57,5678,493,52,4,1,1,334,5936,2254,60357,3
2015,7,306,2,9,61,484,5711,427,146,3399,595,96,2425,542,4844,602,1,3,964,8,98,24,1167,11369,1381,2856,852,1488,220,7484,14281,0,183,11,3146,2543,1122,1230,231,1905,3028,842,1802,83,5917,498,38,2,2,0,378,6410,2425,63135,3
2015,8,336,2,11,49,467,6268,436,154,3603,530,100,2322,486,4825,628,0,2,1109,5,93,17,1173,11290,1390,2840,860,1632,170,7255,14147,0,191,10,2970,2461,1032,1273,201,1837,3136,885,1781,71,5993,487,45,1,0,0,398,6562,2322,63173,3
2015,9,351,0,6,58,598,6165,388,141,3304,561,91,2417,536,4760,793,2,2,1195,8,125,21,1151,11662,1419,3138,889,2072,187,7776,15481,1,162,6,2760,2267,953,1151,204,1851,2864,872,1671,93,5914,592,48,8,2,0,415,6748,2417,63327,3
2015,10,380,2,10,52,410,6531,383,150,3400,514,109,2500,661,5076,719,1,3,1073,3,106,19,1202,11986,1388,2734,896,1738,201,7237,14194,0,156,14,2959,2410,1055,1222,198,1848,2984,883,1724,100,6422,509,34,2,0,0,444,6868,2500,64029,3
2015,11,340,5,5,47,479,6774,405,156,3072,591,115,2611,684,5410,651,2,4,1167,4,114,17,1189,12559,1455,2771,845,1552,149,7184,13956,0,193,7,3046,2213,898,1149,211,1925,2932,780,1649,97,6124,552,31,4,2,0,397,7228,2611,63006,3
2015,12,382,3,11,29,480,6956,415,152,3456,612,122,3136,920,5640,727,3,1,1103,7,94,17,1436,13818,1377,3049,988,1533,154,8058,15159,0,138,15,3283,2213,1129,941,191,1923,2644,720,1377,77,6138,523,51,5,3,0,425,7470,3136,67080,3
2016,1,406,2,18,53,518,6317,407,174,2827,618,123,3358,732,7209,814,2,1,1342,6,79,23,1366,15673,1515,3513,957,1741,147,8039,15912,0,137,5,3042,2249,935,1169,186,2341,2937,950,1372,86,5660,606,49,3,1,0,479,9365,3358,67980,3
2016,2,404,6,22,49,497,6570,329,139,2865,579,114,3056,621,7753,813,3,2,1376,4,64,14,1754,16153,1456,4047,829,1804,168,8255,16559,0,118,6,2673,2092,815,1106,212,2103,3076,862,1443,86,5767,481,43,7,0,0,481,9942,3056,68785,3
2016,3,445,2,18,61,552,6356,380,111,2929,599,97,3392,636,7455,909,3,10,1448,11,85,17,1532,16194,1409,2466,919,1514,173,7691,14172,0,195,6,3271,2287,843,1282,213,2499,3352,1020,1640,76,6167,501,59,6,4,0,526,9812,3392,68196,3
2016,4,475,1,15,78,549,5767,428,140,3056,575,107,3259,727,6774,896,2,2,1456,8,57,13,1635,15511,1438,2074,849,1391,171,7110,13033,1,151,9,2936,2047,712,1171,198,2392,3133,887,1350,98,5317,468,36,1,3,1,569,9126,3259,63881,3
2016,5,369,4,16,84,480,5333,371,145,2869,599,91,3258,734,7446,1026,0,2,1447,3,71,15,1729,16421,1541,2259,835,1322,197,7362,13516,0,141,7,3360,2125,765,1196,201,2417,3047,834,1525,95,4999,456,38,7,5,1,473,9919,3258,65276,3
2016,6,373,5,25,75,421,4677,368,122,2940,517,120,3310,698,8000,1114,3,3,1617,5,44,19,1662,17112,1454,2212,831,1299,160,6778,12734,0,109,4,3097,1972,781,1055,192,2393,2911,834,1649,109,4981,427,43,1,1,0,478,10731,3310,64330,3
2016,7,368,8,15,74,482,5636,394,144,3019,631,100,3105,700,7834,1144,1,8,1681,5,68,17,1539,16833,1300,2117,811,1370,148,7535,13281,2,126,3,3129,2221,925,1128,208,2399,2968,737,1551,124,5178,497,50,1,3,0,465,10659,3105,66294,3
2016,8,387,4,14,74,530,5368,390,159,3209,642,103,3041,759,8032,1173,1,2,1754,7,67,13,1623,17217,1241,2509,956,1582,161,9502,15951,0,109,5,3484,2148,952,1045,190,2084,2910,780,1378,120,5239,437,41,1,7,0,479,10959,3041,69548,3
2016,9,425,3,19,88,478,5679,431,153,2864,668,110,3439,892,8050,1310,2,4,1805,2,67,21,1693,18063,1281,2078,898,1554,193,7863,13867,1,128,3,3038,2057,869,1045,181,2365,2696,803,1172,90,5489,463,45,3,1,0,535,11165,3439,67474,3
2016,10,465,7,30,87,511,6366,412,171,2992,645,110,4181,944,8957,1526,3,3,1947,8,60,18,1823,20225,1367,2058,839,1422,183,7834,13703,5,152,4,3279,1888,820,931,161,2480,2841,792,1099,76,5537,566,44,2,2,0,589,12430,4181,70271,3
2016,11,461,8,18,94,528,5705,392,142,2622,663,136,4111,1102,8676,1611,2,9,1880,8,44,8,1971,20221,1394,1943,770,1332,146,7407,12992,1,127,10,2798,1901,718,1038,169,2712,2809,822,1082,95,5197,493,46,2,7,0,581,12167,4111,66725,3
2016,12,464,6,29,108,509,6249,403,183,2758,552,107,4186,1329,7632,1395,2,5,1796,5,71,13,2065,19158,1363,1999,758,1243,166,7989,13518,2,120,7,2805,2029,824,1090,153,2505,3065,780,1070,88,5317,510,47,3,4,0,607,10823,4186,67282,3
2017,1,479,1,25,98,549,4700,409,155,1759,334,81,4206,693,5133,828,3,3,1137,1,40,8,1754,14221,1357,1442,469,875,128,5803,10074,0,84,7,1727,1704,524,1066,143,3149,2860,762,944,121,3794,367,45,1,4,0,603,7098,4206,51390,3
2017,2,503,4,26,85,452,2521,324,170,848,277,49,4286,452,2260,487,0,4,551,3,11,4,1330,9714,1310,663,167,527,39,3089,5795,0,49,8,717,1266,372,808,120,2307,2396,535,882,82,1409,236,39,1,1,0,618,3298,4286,31231,3
2017,3,498,6,28,123,449,3897,421,175,1396,527,98,5002,781,6109,1306,3,7,1937,4,32,26,3661,19493,1428,1536,472,1346,158,8680,13620,3,131,1,1996,1706,488,1090,151,2932,3062,811,1425,93,3058,350,33,1,1,0,655,9352,5002,60412,3
2017,4,436,1,22,80,538,5659,363,184,2379,652,127,4891,1032,8543,1591,1,6,2520,7,60,14,3484,22928,1289,1575,573,1281,204,7789,12711,4,132,7,2616,1814,620,1058,169,3481,2960,696,1354,114,4596,361,27,2,7,0,539,12654,4891,67962,3
2017,5,425,1,20,97,504,5190,419,188,2755,669,124,4596,1240,9669,1616,1,12,2548,7,53,13,2655,23203,1302,1866,813,1410,243,8359,13993,1,156,17,3059,1862,610,1114,182,3522,2982,639,1443,128,4650,379,18,4,1,0,543,13833,4596,71895,3
2017,6,390,2,18,97,475,5010,394,172,2611,619,129,4551,982,8534,1379,2,6,2336,3,67,13,2544,21165,1383,1655,701,1435,151,7361,12686,0,159,15,2782,1864,620,1088,191,3227,2718,606,1635,121,4576,406,23,2,1,1,507,12249,4551,67336,3
2017,7,374,1,23,63,421,5052,371,186,2618,636,105,4951,908,8567,1552,3,3,2468,8,59,19,2569,21848,1206,1634,720,1418,168,7329,12475,0,128,11,2836,1791,719,956,155,3476,2722,601,1594,193,4524,404,23,1,5,0,461,12587,4951,67937,3
2017,8,397,4,16,70,528,5230,433,178,2576,649,111,4613,843,8815,1628,2,1,2417,6,79,4,2638,21806,1318,1754,757,1340,183,7768,13120,0,145,11,2988,1887,725,1016,182,3494,2833,623,1818,222,4701,420,42,5,2,1,487,12860,4613,70380,3
2017,9,458,2,12,106,479,5643,457,176,2607,535,109,4316,677,7683,1273,0,3,2215,3,82,14,2555,19465,1281,1874,782,1756,183,7799,13675,0,137,6,2729,1852,723,1009,163,2958,2897,721,1578,175,4806,429,30,2,1,2,578,11171,4316,67396,3
2017,10,486,7,17,98,550,6132,503,181,2538,625,104,4266,901,7450,1194,1,3,2243,5,63,14,2570,19439,1321,1578,750,1536,147,7710,13042,0,118,7,2960,1887,734,1007,174,3184,2754,555,1516,150,5359,470,38,3,1,0,608,10887,4266,68003,3
2017,11,455,6,16,125,547,5506,473,155,2330,576,111,4197,937,6835,1268,3,5,2032,6,68,7,2698,18743,1300,1781,682,1462,160,6754,12139,0,125,10,2669,1894,720,1034,163,3056,2658,535,1369,145,4777,409,34,2,3,0,602,10135,4197,63950,3
2017,12,445,4,14,85,509,6015,385,192,2455,501,110,4491,1153,6395,1151,3,7,1976,3,76,10,2536,18412,1213,1805,655,1241,160,6886,11960,0,93,11,2393,1785,727,927,178,2844,2513,461,1342,123,4785,400,25,1,4,0,548,9522,4491,62715,3
2018,1,468,6,23,157,607,5575,409,164,2093,596,108,5286,977,7810,1070,3,10,2044,4,68,17,2935,20928,1264,2263,675,1425,139,7420,13186,0,123,12,2815,1793,626,1024,175,3695,2788,567,1000,149,4834,453,44,1,5,1,654,10924,5286,67683,3
2018,2,441,5,21,102,494,5087,446,129,1793,552,113,4792,742,7268,1011,1,5,2154,1,65,4,2976,19684,1159,2327,548,1578,116,6691,12419,0,107,12,2137,1588,572,913,132,3292,2505,503,1206,151,4261,334,41,0,2,0,569,10433,4792,61383,3
2018,3,508,6,20,109,553,5473,452,171,2308,638,115,5358,918,7638,1385,2,5,2183,9,52,8,2729,21040,1249,1623,743,1224,150,6557,11546,0,136,4,2654,1744,673,950,152,3450,2795,577,1347,109,4962,428,33,1,4,0,643,11206,5358,66035,3
2018,4,476,2,14,101,491,5299,428,176,2410,665,104,4656,892,7596,1352,1,5,2101,8,67,13,2517,19977,1346,1596,748,1146,149,6522,11507,0,101,17,2659,1857,718,992,172,3444,2937,581,1297,147,4706,370,26,0,1,0,593,11049,4656,64527,3
2018,5,423,2,13,145,535,5157,452,158,2354,631,105,4382,752,8034,1501,2,7,2294,7,94,14,2783,20606,1361,1610,783,1173,181,7008,12116,0,145,7,3159,1966,691,1119,184,3148,3071,582,1430,210,4669,373,45,5,3,0,583,11829,4382,66922,3
2018,6,375,6,11,155,571,4983,440,195,2175,525,111,4014,755,7735,1346,1,7,2247,4,80,16,2654,19495,1278,1467,690,1229,156,6401,11221,0,133,11,2885,1809,610,1066,167,2422,2911,578,1268,228,4423,413,30,2,1,1,547,11328,4014,62142,3
2018,7,410,6,9,130,546,5223,419,153,2361,503,94,3518,731,7488,1312,1,1,2196,6,58,12,2321,18241,1294,1653,649,1366,137,6580,11679,2,127,8,3226,1880,662,1082,170,2478,2741,607,1387,190,4587,387,26,6,3,1,555,10996,3518,62689,3
2018,8,360,6,13,176,535,4655,433,157,2267,535,109,3910,673,7261,1400,2,2,2170,4,62,12,2620,18760,1398,1553,733,1302,162,6944,12092,0,149,12,3615,1994,694,1141,201,3368,3050,587,1727,260,4532,377,24,4,2,0,555,10831,3910,65797,3
2018,9,382,7,14,108,509,5344,489,157,2504,463,103,4053,578,6756,1275,1,1,2182,9,160,16,2385,17982,1339,1419,655,1173,161,6686,11433,0,146,5,2809,1959,747,1062,183,2625,2798,470,1633,190,4666,386,17,1,4,0,511,10213,4053,62376,3
2018,10,383,2,11,127,491,5472,488,153,2382,454,95,4242,651,7360,1441,1,8,2477,9,83,18,2308,19147,1428,1597,735,1368,206,7036,12370,0,143,8,2959,1735,666,939,165,3176,2727,515,1105,171,4877,427,16,2,1,1,523,11278,4242,65589,3
2018,11,378,3,12,136,463,5277,424,153,2283,441,84,4074,725,7017,1384,5,3,2346,6,79,16,2363,18543,1325,1560,737,1357,176,6963,12118,1,121,4,2879,1716,664,931,160,2848,2754,489,1233,259,4657,410,24,2,1,0,529,10747,4074,63281,3
2018,12,346,5,13,88,447,5737,430,191,2590,434,108,3812,788,6459,1183,1,4,2144,16,73,13,2168,17203,1353,1772,620,1377,168,6893,12183,1,123,7,2696,1585,640,815,165,2502,2471,490,1147,217,4835,422,24,3,1,0,452,9786,3812,62043,3
2019,1,386,2,15,159,577,6423,459,157,2334,431,116,3785,740,7454,1328,2,7,2414,6,88,19,2365,18755,1415,2058,720,1581,168,7992,13934,0,129,6,3125,2021,792,1077,201,2810,2915,540,1266,236,5902,447,31,4,2,0,562,11196,3785,69609,3
2019,2,323,5,8,145,450,5210,440,157,2045,411,116,3554,645,7000,1356,4,1,2111,14,60,14,2124,17410,1344,1889,685,1613,158,7315,13004,0,144,7,3089,2090,798,1126,202,2556,3072,559,1392,235,4904,351,37,4,4,0,481,10467,3554,64967,3
2019,3,344,5,11,132,590,5902,469,160,2157,497,95,3775,638,7734,1532,1,4,2626,5,88,16,2547,19558,1364,2757,634,1889,202,8549,15395,0,159,6,3004,1941,740,1053,181,2470,3026,618,1392,306,5571,407,29,2,2,0,492,11892,3775,72100,3
2019,4,360,1,11,124,466,5573,483,172,2182,502,124,3755,667,7031,1585,2,4,2424,10,82,23,2245,18454,1244,1519,607,1318,211,7633,12532,0,151,11,3260,1909,745,1021,187,2624,3128,497,1648,350,5310,408,22,3,1,0,496,11040,3755,67797,3
2019,5,345,2,15,172,478,4958,465,145,2304,514,93,3649,710,7332,1625,1,3,2427,9,87,7,2216,18673,1480,1475,715,1423,220,7711,13024,0,147,7,3498,2034,735,1133,199,2450,3169,527,1771,248,5068,390,20,1,0,0,534,11384,3649,68336,3
2019,6,332,3,8,153,436,4769,414,152,2481,382,85,3115,599,6077,1287,1,4,2187,19,83,9,1984,15832,1251,1443,630,1345,189,7224,12082,0,133,6,3029,1854,763,976,158,2041,2848,467,1585,233,4497,403,20,1,3,0,496,9551,3115,61202,3
2019,7,309,5,10,194,399,4740,402,140,2334,386,72,3198,691,6637,1208,1,0,2226,12,97,16,2110,16654,1353,1570,746,1391,230,7632,12922,0,135,12,3627,1861,709,996,187,2355,2907,490,1856,267,4678,400,32,7,0,0,518,10071,3198,65817,2
2019,8,318,1,6,170,457,4760,460,156,2437,433,103,3181,587,6452,1215,1,1,2245,9,98,17,1794,16136,1361,1568,674,1534,185,7280,12602,0,132,12,3546,1862,668,1067,171,2081,3114,476,2028,265,4662,367,27,8,2,0,495,9912,3181,65285,2
